sequenceID,min.log.lambda,max.log.lambda,labels,errors
193_chr2,-4.421922921,-4.385263143,1,1
193_chr2,-4.385263143,-4.25468161,1,1
193_chr2,-4.25468161,-3.648378638,1,1
193_chr2,-3.648378638,-3.638006605,1,1
193_chr2,-3.638006605,-3.616018637,1,1
193_chr2,-3.616018637,-2.988167665,1,1
193_chr2,-2.988167665,-2.779681303,1,1
193_chr2,-2.779681303,-1.97396039,1,1
193_chr2,-1.97396039,-1.557539412,1,0
193_chr2,-1.557539412,Inf,1,0
193_chr3,#NAME?,-3.861295939,1,1
193_chr3,-3.861295939,-3.826179984,1,1
193_chr3,-3.826179984,-3.813940705,1,1
193_chr3,-3.813940705,-3.787487018,1,1
193_chr3,-3.787487018,-3.604009707,1,1
193_chr3,-3.604009707,-3.440324807,1,1
193_chr3,-3.440324807,-3.437871787,1,1
193_chr3,-3.437871787,-3.22995203,1,1
193_chr3,-3.22995203,-3.071062986,1,1
193_chr3,-3.071062986,-2.746780387,1,1
193_chr3,-2.746780387,-2.43158477,1,1
193_chr3,-2.43158477,Inf,1,0
193_chr4,#NAME?,-3.985382191,1,1
193_chr4,-3.985382191,-3.916690778,1,1
193_chr4,-3.916690778,-3.914169969,1,1
193_chr4,-3.914169969,-3.900020187,1,1
193_chr4,-3.900020187,-3.88852457,1,1
193_chr4,-3.88852457,-3.860567269,1,1
193_chr4,-3.860567269,-3.789204894,1,1
193_chr4,-3.789204894,-3.619406385,1,1
193_chr4,-3.619406385,-3.591219744,1,1
193_chr4,-3.591219744,-3.494779075,1,1
193_chr4,-3.494779075,-3.473876051,1,0
193_chr4,-3.473876051,Inf,1,0
194_chr1,#NAME?,-4.163049357,1,1
194_chr1,-4.163049357,-4.145171387,1,1
194_chr1,-4.145171387,-4.054565611,1,1
194_chr1,-4.054565611,-4.033572935,1,1
194_chr1,-4.033572935,-3.93969654,1,1
194_chr1,-3.93969654,-3.722523629,1,1
194_chr1,-3.722523629,-3.570820828,1,1
194_chr1,-3.570820828,-3.544090104,1,1
194_chr1,-3.544090104,-2.71292617,1,1
194_chr1,-2.71292617,-2.540679418,1,1
194_chr1,-2.540679418,Inf,1,0
194_chr11,#NAME?,-4.793403534,1,1
194_chr11,-4.793403534,-4.786486236,1,1
194_chr11,-4.786486236,-4.732685656,1,1
194_chr11,-4.732685656,-4.521520418,1,1
194_chr11,-4.521520418,-4.515765064,1,1
194_chr11,-4.515765064,-4.340148669,1,1
194_chr11,-4.340148669,-4.280334698,1,1
194_chr11,-4.280334698,-4.206697973,1,1
194_chr11,-4.206697973,-3.983872852,1,1
194_chr11,-3.983872852,-3.737439094,1,1
194_chr11,-3.737439094,-3.462768925,1,1
194_chr11,-3.462768925,-2.940737261,1,1
194_chr11,-2.940737261,-2.940068858,1,0
194_chr11,-2.940068858,Inf,1,0
194_chr17,#NAME?,-3.688659485,1,0
194_chr17,-3.688659485,-3.505006901,1,0
194_chr17,-3.505006901,-3.299090473,1,0
194_chr17,-3.299090473,-2.851844827,1,0
194_chr17,-2.851844827,-2.70187496,1,0
194_chr17,-2.70187496,-2.489016886,1,0
194_chr17,-2.489016886,-2.458193544,1,0
194_chr17,-2.458193544,-2.448031313,1,0
194_chr17,-2.448031313,-2.060589329,1,0
194_chr17,-2.060589329,-0.455209871,1,0
194_chr17,-0.455209871,0.092543935,1,0
194_chr17,0.092543935,1.242359191,1,0
194_chr17,1.242359191,Inf,1,1
194_chr2,#NAME?,-4.450116671,1,1
194_chr2,-4.450116671,-4.44187613,1,1
194_chr2,-4.44187613,-4.410821676,1,1
194_chr2,-4.410821676,-4.24230178,1,1
194_chr2,-4.24230178,-4.23081028,1,1
194_chr2,-4.23081028,-4.1488247,1,1
194_chr2,-4.1488247,-3.973620247,1,1
194_chr2,-3.973620247,-3.745115166,1,1
194_chr2,-3.745115166,-3.64982345,1,1
194_chr2,-3.64982345,-3.2639794,1,1
194_chr2,-3.2639794,-3.243933351,1,1
194_chr2,-3.243933351,-3.238870177,1,1
194_chr2,-3.238870177,-3.070757031,1,1
194_chr2,-3.070757031,-2.849929119,1,1
194_chr2,-2.849929119,-2.522898377,1,1
194_chr2,-2.522898377,Inf,1,0
194_chr3,#NAME?,-3.911219363,1,0
194_chr3,-3.911219363,-3.896600876,1,0
194_chr3,-3.896600876,-3.868262047,1,0
194_chr3,-3.868262047,-3.598652623,1,0
194_chr3,-3.598652623,-3.568560065,1,0
194_chr3,-3.568560065,-3.45468337,1,0
194_chr3,-3.45468337,-3.167148593,1,0
194_chr3,-3.167148593,-2.959402441,1,0
194_chr3,-2.959402441,-2.936692868,1,0
194_chr3,-2.936692868,-2.893645916,1,0
194_chr3,-2.893645916,-2.60040539,1,0
194_chr3,-2.60040539,-2.150411605,1,0
194_chr3,-2.150411605,1.881115048,1,0
194_chr3,1.881115048,Inf,1,1
194_chr4,#NAME?,-4.286061217,1,0
194_chr4,-4.286061217,-4.089551024,1,0
194_chr4,-4.089551024,-3.944836573,1,0
194_chr4,-3.944836573,-3.937903672,1,0
194_chr4,-3.937903672,-3.824119417,1,0
194_chr4,-3.824119417,-3.793808518,1,0
194_chr4,-3.793808518,-3.54245729,1,0
194_chr4,-3.54245729,-3.469065019,1,0
194_chr4,-3.469065019,-2.291785161,1,0
194_chr4,-2.291785161,-1.651986282,1,0
194_chr4,-1.651986282,0.939285874,1,0
194_chr4,0.939285874,Inf,1,1
195_chr1,#NAME?,-4.432966996,1,1
195_chr1,-4.432966996,-4.361950581,1,1
195_chr1,-4.361950581,-4.186980663,1,1
195_chr1,-4.186980663,-4.15267365,1,1
195_chr1,-4.15267365,-4.1209118,1,1
195_chr1,-4.1209118,-3.867477514,1,1
195_chr1,-3.867477514,-3.847539927,1,1
195_chr1,-3.847539927,-3.73486561,1,1
195_chr1,-3.73486561,-3.205030929,1,1
195_chr1,-3.205030929,-2.818965749,1,1
195_chr1,-2.818965749,-1.9129375,1,1
195_chr1,-1.9129375,Inf,1,0
195_chr11,#NAME?,-4.616229027,1,1
195_chr11,-4.616229027,-4.57102208,1,1
195_chr11,-4.57102208,-4.39066689,1,1
195_chr11,-4.39066689,-4.372011544,1,1
195_chr11,-4.372011544,-4.300400406,1,1
195_chr11,-4.300400406,-4.101460286,1,1
195_chr11,-4.101460286,-4.099625482,1,1
195_chr11,-4.099625482,-3.901136716,1,1
195_chr11,-3.901136716,-3.892811678,1,1
195_chr11,-3.892811678,-3.854500483,1,1
195_chr11,-3.854500483,-3.101243944,1,1
195_chr11,-3.101243944,-2.876404646,1,1
195_chr11,-2.876404646,Inf,1,0
195_chr17,#NAME?,-4.155899611,1,1
195_chr17,-4.155899611,-4.099350823,1,1
195_chr17,-4.099350823,-3.830081461,1,1
195_chr17,-3.830081461,-3.719406413,1,1
195_chr17,-3.719406413,-3.677546866,1,1
195_chr17,-3.677546866,-3.602071185,1,1
195_chr17,-3.602071185,-3.517620928,1,1
195_chr17,-3.517620928,-3.190762511,1,1
195_chr17,-3.190762511,-2.871232157,1,1
195_chr17,-2.871232157,-2.222053533,1,1
195_chr17,-2.222053533,Inf,1,0
195_chr2,#NAME?,-3.591933556,1,1
195_chr2,-3.591933556,-3.405550773,1,1
195_chr2,-3.405550773,-3.364962937,1,1
195_chr2,-3.364962937,-3.270153919,1,1
195_chr2,-3.270153919,-3.151542099,1,1
195_chr2,-3.151542099,-3.089527112,1,1
195_chr2,-3.089527112,-3.074042274,1,1
195_chr2,-3.074042274,-2.937980494,1,1
195_chr2,-2.937980494,-2.532248897,1,1
195_chr2,-2.532248897,-2.075941343,1,0
195_chr2,-2.075941343,Inf,1,0
195_chr3,#NAME?,-3.4268514,1,1
195_chr3,-3.4268514,-3.425641793,1,1
195_chr3,-3.425641793,-3.35615638,1,1
195_chr3,-3.35615638,-3.02655924,1,1
195_chr3,-3.02655924,-2.854772551,1,1
195_chr3,-2.854772551,-2.776833124,1,1
195_chr3,-2.776833124,-2.48500467,1,1
195_chr3,-2.48500467,-2.427188884,1,1
195_chr3,-2.427188884,Inf,1,0
195_chr4,#NAME?,-4.905607365,1,1
195_chr4,-4.905607365,-4.734222807,1,1
195_chr4,-4.734222807,-4.625303168,1,1
195_chr4,-4.625303168,-4.610532429,1,1
195_chr4,-4.610532429,-4.440363227,1,1
195_chr4,-4.440363227,-4.117118297,1,0
195_chr4,-4.117118297,-4.104377681,1,0
195_chr4,-4.104377681,-3.689462514,1,0
195_chr4,-3.689462514,-3.417741614,1,0
195_chr4,-3.417741614,-3.139133162,1,0
195_chr4,-3.139133162,-2.559630236,1,0
195_chr4,-2.559630236,Inf,1,0
196_chr1,#NAME?,-1.601491258,1,1
196_chr1,-1.601491258,-1.595339679,1,1
196_chr1,-1.595339679,-1.592632221,1,1
196_chr1,-1.592632221,-1.585172039,1,1
196_chr1,-1.585172039,-1.316030705,1,1
196_chr1,-1.316030705,-1.277239042,1,1
196_chr1,-1.277239042,-1.146806833,1,1
196_chr1,-1.146806833,-0.908820392,1,1
196_chr1,-0.908820392,-0.865197406,1,1
196_chr1,-0.865197406,-0.477857747,1,1
196_chr1,-0.477857747,-0.008114831,1,1
196_chr1,-0.008114831,0.282822528,1,1
196_chr1,0.282822528,0.354260409,1,1
196_chr1,0.354260409,Inf,1,0
196_chr10,#NAME?,-2.397295825,1,1
196_chr10,-2.397295825,-2.113188538,1,1
196_chr10,-2.113188538,-1.981146293,1,1
196_chr10,-1.981146293,-1.91268997,1,1
196_chr10,-1.91268997,-1.90077401,1,1
196_chr10,-1.90077401,-1.874532134,1,1
196_chr10,-1.874532134,-1.61199119,1,1
196_chr10,-1.61199119,-1.350732775,1,1
196_chr10,-1.350732775,-1.301802364,1,1
196_chr10,-1.301802364,-1.178264291,1,1
196_chr10,-1.178264291,-1.081178573,1,1
196_chr10,-1.081178573,-0.261604558,1,1
196_chr10,-0.261604558,Inf,1,0
196_chr11,#NAME?,-2.604554593,1,1
196_chr11,-2.604554593,-2.45413058,1,1
196_chr11,-2.45413058,-2.298590476,1,1
196_chr11,-2.298590476,-2.296106125,1,1
196_chr11,-2.296106125,-2.224607339,1,1
196_chr11,-2.224607339,-2.161796053,1,1
196_chr11,-2.161796053,-2.066043343,1,1
196_chr11,-2.066043343,-1.938092598,1,1
196_chr11,-1.938092598,-1.755435434,1,1
196_chr11,-1.755435434,-1.200584493,1,1
196_chr11,-1.200584493,-0.946341799,1,1
196_chr11,-0.946341799,Inf,1,0
196_chr14,#NAME?,-2.675252494,1,1
196_chr14,-2.675252494,-2.550932681,1,1
196_chr14,-2.550932681,-2.50967947,1,1
196_chr14,-2.50967947,-2.268616483,1,1
196_chr14,-2.268616483,-2.207262052,1,1
196_chr14,-2.207262052,-2.151388936,1,1
196_chr14,-2.151388936,-2.133005876,1,1
196_chr14,-2.133005876,-1.941640633,1,1
196_chr14,-1.941640633,-1.908101113,1,1
196_chr14,-1.908101113,-1.785900519,1,1
196_chr14,-1.785900519,-1.463811101,1,1
196_chr14,-1.463811101,-1.352114041,1,1
196_chr14,-1.352114041,-0.585322519,1,1
196_chr14,-0.585322519,Inf,1,0
196_chr17,#NAME?,-2.848637888,1,1
196_chr17,-2.848637888,-2.607659594,1,1
196_chr17,-2.607659594,-2.412440556,1,1
196_chr17,-2.412440556,-2.341394899,1,1
196_chr17,-2.341394899,-2.259496717,1,1
196_chr17,-2.259496717,-2.143508022,1,1
196_chr17,-2.143508022,-2.037102155,1,1
196_chr17,-2.037102155,-1.888443727,1,1
196_chr17,-1.888443727,-1.703377978,1,1
196_chr17,-1.703377978,-1.535834167,1,1
196_chr17,-1.535834167,-1.043460891,1,1
196_chr17,-1.043460891,-0.991121722,1,1
196_chr17,-0.991121722,-0.236225919,1,1
196_chr17,-0.236225919,Inf,1,0
196_chr19,#NAME?,-3.395098821,1,1
196_chr19,-3.395098821,-3.274890293,1,1
196_chr19,-3.274890293,-3.106120592,1,1
196_chr19,-3.106120592,-2.960157456,1,1
196_chr19,-2.960157456,-2.843153556,1,1
196_chr19,-2.843153556,-2.81131238,1,1
196_chr19,-2.81131238,-2.109811851,1,1
196_chr19,-2.109811851,-1.627451721,1,1
196_chr19,-1.627451721,-1.109222072,1,1
196_chr19,-1.109222072,-1.060414399,1,1
196_chr19,-1.060414399,Inf,1,0
196_chr2,#NAME?,-1.995451055,1,1
196_chr2,-1.995451055,-1.773865359,1,1
196_chr2,-1.773865359,-1.754215877,1,1
196_chr2,-1.754215877,-1.640662699,1,1
196_chr2,-1.640662699,-1.596326999,1,1
196_chr2,-1.596326999,-1.469933335,1,1
196_chr2,-1.469933335,-1.464192626,1,1
196_chr2,-1.464192626,-1.463259707,1,1
196_chr2,-1.463259707,-1.391541617,1,1
196_chr2,-1.391541617,-1.249366473,1,1
196_chr2,-1.249366473,-0.901328753,1,1
196_chr2,-0.901328753,-0.792176423,1,1
196_chr2,-0.792176423,Inf,1,0
196_chr3,#NAME?,-2.016559563,1,1
196_chr3,-2.016559563,-1.94910034,1,1
196_chr3,-1.94910034,-1.943402639,1,1
196_chr3,-1.943402639,-1.806584381,1,1
196_chr3,-1.806584381,-1.788533487,1,1
196_chr3,-1.788533487,-1.499266782,1,1
196_chr3,-1.499266782,-1.497294567,1,1
196_chr3,-1.497294567,-1.221269818,1,0
196_chr3,-1.221269818,Inf,1,0
196_chr4,#NAME?,-2.32401717,1,1
196_chr4,-2.32401717,-2.296171714,1,1
196_chr4,-2.296171714,-2.202090869,1,1
196_chr4,-2.202090869,-2.189713385,1,1
196_chr4,-2.189713385,-1.963388886,1,1
196_chr4,-1.963388886,-1.944813971,1,1
196_chr4,-1.944813971,-1.713232722,1,1
196_chr4,-1.713232722,-1.66444258,1,1
196_chr4,-1.66444258,-1.642795868,1,1
196_chr4,-1.642795868,-1.524018372,1,1
196_chr4,-1.524018372,-1.303516711,1,1
196_chr4,-1.303516711,-0.70231511,1,1
196_chr4,-0.70231511,Inf,1,0
196_chr9,#NAME?,-2.6520183,1,1
196_chr9,-2.6520183,-2.416521863,1,1
196_chr9,-2.416521863,-2.41338678,1,1
196_chr9,-2.41338678,-2.380889779,1,1
196_chr9,-2.380889779,-2.332190798,1,1
196_chr9,-2.332190798,-2.260244186,1,1
196_chr9,-2.260244186,-2.067475355,1,1
196_chr9,-2.067475355,-1.957170992,1,1
196_chr9,-1.957170992,-1.887639845,1,1
196_chr9,-1.887639845,-1.84708868,1,1
196_chr9,-1.84708868,-1.546432296,1,1
196_chr9,-1.546432296,-1.388059371,1,1
196_chr9,-1.388059371,-0.893581277,1,1
196_chr9,-0.893581277,-0.622573072,1,1
196_chr9,-0.622573072,-0.303083567,1,1
196_chr9,-0.303083567,-0.178543382,1,1
196_chr9,-0.178543382,Inf,1,0
197_chr1,#NAME?,-3.747053134,1,1
197_chr1,-3.747053134,-3.550873135,1,1
197_chr1,-3.550873135,-3.527664034,1,1
197_chr1,-3.527664034,-3.522242484,1,1
197_chr1,-3.522242484,-3.45666566,1,1
197_chr1,-3.45666566,-3.215676249,1,1
197_chr1,-3.215676249,-3.052745518,1,1
197_chr1,-3.052745518,-2.868395836,1,1
197_chr1,-2.868395836,-2.852712708,1,1
197_chr1,-2.852712708,-2.800898197,1,1
197_chr1,-2.800898197,-1.979782876,1,1
197_chr1,-1.979782876,-0.82619959,1,1
197_chr1,-0.82619959,Inf,1,0
197_chr11,#NAME?,-4.235337555,1,1
197_chr11,-4.235337555,-3.964182967,1,1
197_chr11,-3.964182967,-3.900420624,1,1
197_chr11,-3.900420624,-3.794331758,1,1
197_chr11,-3.794331758,-3.792803331,1,1
197_chr11,-3.792803331,-3.61191903,1,1
197_chr11,-3.61191903,-3.611693324,1,1
197_chr11,-3.611693324,-3.366418065,1,1
197_chr11,-3.366418065,-3.039635618,1,1
197_chr11,-3.039635618,-2.863072461,1,1
197_chr11,-2.863072461,Inf,1,0
197_chr17,#NAME?,-3.162212575,1,1
197_chr17,-3.162212575,-3.128715267,1,1
197_chr17,-3.128715267,-3.099055861,1,1
197_chr17,-3.099055861,-3.07656954,1,1
197_chr17,-3.07656954,-3.071241827,1,1
197_chr17,-3.071241827,-2.806777623,1,1
197_chr17,-2.806777623,-2.793823599,1,1
197_chr17,-2.793823599,-2.645398209,1,1
197_chr17,-2.645398209,-2.515814197,1,1
197_chr17,-2.515814197,-2.123809355,1,1
197_chr17,-2.123809355,-0.492666882,1,1
197_chr17,-0.492666882,Inf,1,0
197_chr2,#NAME?,-3.717473893,1,1
197_chr2,-3.717473893,-3.678925591,1,1
197_chr2,-3.678925591,-3.67830716,1,1
197_chr2,-3.67830716,-3.612750635,1,1
197_chr2,-3.612750635,-3.589354583,1,1
197_chr2,-3.589354583,-3.564622283,1,1
197_chr2,-3.564622283,-3.198087689,1,1
197_chr2,-3.198087689,-3.191065215,1,1
197_chr2,-3.191065215,-2.799693056,1,1
197_chr2,-2.799693056,-2.668787428,1,1
197_chr2,-2.668787428,-2.259769683,1,0
197_chr2,-2.259769683,Inf,1,0
197_chr3,#NAME?,-3.941454136,1,1
197_chr3,-3.941454136,-3.922698927,1,1
197_chr3,-3.922698927,-3.650521535,1,1
197_chr3,-3.650521535,-3.650041284,1,1
197_chr3,-3.650041284,-3.561767145,1,1
197_chr3,-3.561767145,-3.170519035,1,1
197_chr3,-3.170519035,-2.724379498,1,1
197_chr3,-2.724379498,Inf,1,0
197_chr4,#NAME?,-3.557356889,1,1
197_chr4,-3.557356889,-3.490303266,1,1
197_chr4,-3.490303266,-3.278943911,1,1
197_chr4,-3.278943911,-3.235290711,1,1
197_chr4,-3.235290711,-3.195081745,1,1
197_chr4,-3.195081745,-3.095053557,1,1
197_chr4,-3.095053557,-2.920070109,1,1
197_chr4,-2.920070109,-2.775660075,1,1
197_chr4,-2.775660075,-2.557445142,1,1
197_chr4,-2.557445142,-2.369593725,1,1
197_chr4,-2.369593725,Inf,1,0
198_chr1,#NAME?,-3.967252885,1,1
198_chr1,-3.967252885,-3.673160178,1,1
198_chr1,-3.673160178,-3.652339609,1,1
198_chr1,-3.652339609,-3.641495259,1,1
198_chr1,-3.641495259,-3.466401406,1,1
198_chr1,-3.466401406,-3.326792547,1,1
198_chr1,-3.326792547,-3.291307226,1,1
198_chr1,-3.291307226,-3.161025334,1,1
198_chr1,-3.161025334,-2.801392764,1,1
198_chr1,-2.801392764,-2.780182885,1,1
198_chr1,-2.780182885,-2.663161308,1,1
198_chr1,-2.663161308,-1.354176895,1,1
198_chr1,-1.354176895,Inf,1,0
198_chr11,#NAME?,-4.577740008,1,1
198_chr11,-4.577740008,-4.567531495,1,1
198_chr11,-4.567531495,-4.333966896,1,1
198_chr11,-4.333966896,-4.331342176,1,1
198_chr11,-4.331342176,-4.218726669,1,1
198_chr11,-4.218726669,-4.13563929,1,1
198_chr11,-4.13563929,-3.917125415,1,1
198_chr11,-3.917125415,-3.616614309,1,1
198_chr11,-3.616614309,-2.997914517,1,1
198_chr11,-2.997914517,Inf,1,0
198_chr17,#NAME?,-3.762883851,1,1
198_chr17,-3.762883851,-3.753824864,1,1
198_chr17,-3.753824864,-3.713180452,1,1
198_chr17,-3.713180452,-3.649772926,1,1
198_chr17,-3.649772926,-3.534133713,1,1
198_chr17,-3.534133713,-3.271463293,1,1
198_chr17,-3.271463293,-2.883682925,1,1
198_chr17,-2.883682925,-2.650613336,1,1
198_chr17,-2.650613336,-2.342884813,1,1
198_chr17,-2.342884813,-2.186927397,1,1
198_chr17,-2.186927397,Inf,1,0
198_chr2,#NAME?,-4.273824811,1,1
198_chr2,-4.273824811,-4.135531364,1,1
198_chr2,-4.135531364,-4.098600423,1,1
198_chr2,-4.098600423,-3.884933637,1,1
198_chr2,-3.884933637,-3.78493815,1,1
198_chr2,-3.78493815,-3.74716765,1,1
198_chr2,-3.74716765,-3.716776912,1,1
198_chr2,-3.716776912,-3.545026486,1,1
198_chr2,-3.545026486,-3.488837697,1,1
198_chr2,-3.488837697,-3.224240018,1,1
198_chr2,-3.224240018,Inf,1,0
198_chr3,#NAME?,-3.931693686,1,1
198_chr3,-3.931693686,-3.882209603,1,1
198_chr3,-3.882209603,-3.836799252,1,1
198_chr3,-3.836799252,-3.81781674,1,1
198_chr3,-3.81781674,-3.628215897,1,1
198_chr3,-3.628215897,-3.173947043,1,1
198_chr3,-3.173947043,-3.130979278,1,1
198_chr3,-3.130979278,-2.880530875,1,1
198_chr3,-2.880530875,-2.628156726,1,0
198_chr3,-2.628156726,Inf,1,0
198_chr4,#NAME?,-4.132797396,1,1
198_chr4,-4.132797396,-4.024368126,1,1
198_chr4,-4.024368126,-4.009292999,1,1
198_chr4,-4.009292999,-3.862031322,1,1
198_chr4,-3.862031322,-3.743314817,1,1
198_chr4,-3.743314817,-3.591677126,1,1
198_chr4,-3.591677126,-3.428052575,1,1
198_chr4,-3.428052575,-3.340956178,1,1
198_chr4,-3.340956178,-3.310579634,1,1
198_chr4,-3.310579634,-3.126199507,1,1
198_chr4,-3.126199507,-3.049202746,1,1
198_chr4,-3.049202746,-2.694461105,1,1
198_chr4,-2.694461105,Inf,1,0
199_chr1,#NAME?,-3.802556224,1,1
199_chr1,-3.802556224,-3.663264357,1,1
199_chr1,-3.663264357,-3.625550941,1,1
199_chr1,-3.625550941,-3.58120751,1,1
199_chr1,-3.58120751,-3.164585432,1,1
199_chr1,-3.164585432,-3.105610388,1,1
199_chr1,-3.105610388,-2.958941694,1,1
199_chr1,-2.958941694,-2.435044722,1,1
199_chr1,-2.435044722,-2.266174151,1,1
199_chr1,-2.266174151,-2.051101289,1,1
199_chr1,-2.051101289,-1.719022909,1,1
199_chr1,-1.719022909,-0.594145125,1,1
199_chr1,-0.594145125,Inf,1,0
199_chr11,#NAME?,-4.400558639,1,1
199_chr11,-4.400558639,-4.332284558,1,1
199_chr11,-4.332284558,-4.325730819,1,1
199_chr11,-4.325730819,-4.296406723,1,1
199_chr11,-4.296406723,-4.209271968,1,1
199_chr11,-4.209271968,-4.204138783,1,1
199_chr11,-4.204138783,-4.075717491,1,1
199_chr11,-4.075717491,-4.036412774,1,1
199_chr11,-4.036412774,-3.839097918,1,1
199_chr11,-3.839097918,-2.919844748,1,1
199_chr11,-2.919844748,-2.752965507,1,1
199_chr11,-2.752965507,-2.70662011,1,1
199_chr11,-2.70662011,-2.208153905,1,0
199_chr11,-2.208153905,Inf,1,0
199_chr17,#NAME?,-3.570305219,1,1
199_chr17,-3.570305219,-3.481166208,1,1
199_chr17,-3.481166208,-3.407840379,1,1
199_chr17,-3.407840379,-3.235409452,1,1
199_chr17,-3.235409452,-3.20217059,1,1
199_chr17,-3.20217059,-3.020295993,1,1
199_chr17,-3.020295993,-2.974483713,1,1
199_chr17,-2.974483713,-2.932352993,1,1
199_chr17,-2.932352993,-2.728546893,1,1
199_chr17,-2.728546893,-2.395611494,1,1
199_chr17,-2.395611494,-2.242498902,1,1
199_chr17,-2.242498902,-1.888383092,1,1
199_chr17,-1.888383092,Inf,1,0
199_chr2,#NAME?,-4.624540138,1,1
199_chr2,-4.624540138,-4.583894863,1,1
199_chr2,-4.583894863,-4.561727696,1,1
199_chr2,-4.561727696,-4.550393428,1,1
199_chr2,-4.550393428,-4.219592943,1,1
199_chr2,-4.219592943,-4.155518976,1,1
199_chr2,-4.155518976,-4.154024382,1,1
199_chr2,-4.154024382,-4.149569057,1,1
199_chr2,-4.149569057,-4.148009476,1,1
199_chr2,-4.148009476,-3.829225332,1,1
199_chr2,-3.829225332,-3.694139505,1,1
199_chr2,-3.694139505,-3.462333348,1,1
199_chr2,-3.462333348,-3.153338123,1,1
199_chr2,-3.153338123,-2.928643105,1,1
199_chr2,-2.928643105,Inf,1,0
199_chr3,#NAME?,-4.074592633,1,1
199_chr3,-4.074592633,-4.03894567,1,1
199_chr3,-4.03894567,-3.944289367,1,1
199_chr3,-3.944289367,-3.814621307,1,1
199_chr3,-3.814621307,-3.744606649,1,1
199_chr3,-3.744606649,-3.72473262,1,1
199_chr3,-3.72473262,-3.480274046,1,1
199_chr3,-3.480274046,-2.980753359,1,1
199_chr3,-2.980753359,-2.961876423,1,1
199_chr3,-2.961876423,-2.956090148,1,1
199_chr3,-2.956090148,-2.753592225,1,1
199_chr3,-2.753592225,Inf,1,0
199_chr4,#NAME?,-4.482285826,1,1
199_chr4,-4.482285826,-4.434077414,1,1
199_chr4,-4.434077414,-4.421089028,1,1
199_chr4,-4.421089028,-4.419501898,1,1
199_chr4,-4.419501898,-4.239018846,1,1
199_chr4,-4.239018846,-4.194696702,1,1
199_chr4,-4.194696702,-4.162896022,1,1
199_chr4,-4.162896022,-4.086088418,1,1
199_chr4,-4.086088418,-4.063064798,1,1
199_chr4,-4.063064798,-3.12157632,1,1
199_chr4,-3.12157632,-2.598430594,1,1
199_chr4,-2.598430594,-1.669153431,1,1
199_chr4,-1.669153431,Inf,1,0
19_chr1,#NAME?,-4.059508213,1,1
19_chr1,-4.059508213,-3.913773652,1,1
19_chr1,-3.913773652,-3.905955726,1,1
19_chr1,-3.905955726,-3.772873213,1,1
19_chr1,-3.772873213,-3.69919065,1,1
19_chr1,-3.69919065,-3.57728056,1,1
19_chr1,-3.57728056,-3.503671244,1,1
19_chr1,-3.503671244,-3.446798107,1,1
19_chr1,-3.446798107,-3.301629181,1,1
19_chr1,-3.301629181,-2.944807277,1,1
19_chr1,-2.944807277,-2.943360456,1,1
19_chr1,-2.943360456,-2.678404712,1,1
19_chr1,-2.678404712,-0.375042704,1,1
19_chr1,-0.375042704,Inf,1,0
19_chr11,#NAME?,-4.302825725,1,1
19_chr11,-4.302825725,-4.289475784,1,1
19_chr11,-4.289475784,-4.25475697,1,1
19_chr11,-4.25475697,-4.203603888,1,1
19_chr11,-4.203603888,-4.115710984,1,1
19_chr11,-4.115710984,-4.098169198,1,1
19_chr11,-4.098169198,-3.853902093,1,1
19_chr11,-3.853902093,-3.807349997,1,1
19_chr11,-3.807349997,-3.708437894,1,1
19_chr11,-3.708437894,-3.381444151,1,1
19_chr11,-3.381444151,-3.23971274,1,1
19_chr11,-3.23971274,-3.207200939,1,1
19_chr11,-3.207200939,-2.444354903,1,0
19_chr11,-2.444354903,-1.703676785,1,0
19_chr11,-1.703676785,Inf,1,0
19_chr17,#NAME?,-3.293558163,1,1
19_chr17,-3.293558163,-3.104817401,1,1
19_chr17,-3.104817401,-3.078958538,1,1
19_chr17,-3.078958538,-3.070676058,1,1
19_chr17,-3.070676058,-3.039114326,1,1
19_chr17,-3.039114326,-2.829977461,1,1
19_chr17,-2.829977461,-2.760821125,1,1
19_chr17,-2.760821125,-2.640179799,1,1
19_chr17,-2.640179799,-2.468687677,1,1
19_chr17,-2.468687677,-2.286919406,1,1
19_chr17,-2.286919406,-1.742775343,1,1
19_chr17,-1.742775343,Inf,1,0
19_chr2,#NAME?,-3.953150635,1,1
19_chr2,-3.953150635,-3.906922932,1,1
19_chr2,-3.906922932,-3.874806595,1,1
19_chr2,-3.874806595,-3.840444877,1,1
19_chr2,-3.840444877,-3.526967037,1,1
19_chr2,-3.526967037,-3.473125887,1,1
19_chr2,-3.473125887,-3.111723962,1,1
19_chr2,-3.111723962,-2.776269903,1,1
19_chr2,-2.776269903,-2.714375616,1,1
19_chr2,-2.714375616,-2.659600706,1,1
19_chr2,-2.659600706,Inf,1,0
19_chr3,#NAME?,-4.451896018,1,1
19_chr3,-4.451896018,-4.433005099,1,1
19_chr3,-4.433005099,-4.432746973,1,1
19_chr3,-4.432746973,-4.332365707,1,1
19_chr3,-4.332365707,-4.233666152,1,1
19_chr3,-4.233666152,-4.03603813,1,1
19_chr3,-4.03603813,-3.93721097,1,1
19_chr3,-3.93721097,-3.897463761,1,1
19_chr3,-3.897463761,-3.71363337,1,1
19_chr3,-3.71363337,-3.56300726,1,1
19_chr3,-3.56300726,-3.416784219,1,0
